"","Player","Team","Date","Opp","Fantasy_Score","predictions_2019"
"430","Derrick Favors","Utah Jazz","2019-01-27","MIN",13,12.3355255102041
"431","Derrick Favors","Utah Jazz","2019-01-30","POR",12,9.93139146567718
"432","Derrick Favors","Utah Jazz","2019-02-01","ATL",14,14.0500328798186
"433","Derrick Favors","Utah Jazz","2019-02-02","HOU",4,13.3391420068027
"434","Derrick Favors","Utah Jazz","2019-02-06","PHO",14,11.761324829932
"435","Derrick Favors","Utah Jazz","2019-02-09","SAS",11,12.3739761904762
"436","Derrick Favors","Utah Jazz","2019-02-12","GSW",13,11.3209047619048
"437","Derrick Favors","Utah Jazz","2019-02-22","OKC",24,14.3434435107376
"438","Derrick Favors","Utah Jazz","2019-02-23","DAL",6,12.0451785714286
"439","Derrick Favors","Utah Jazz","2019-02-27","LAC",13,10.6458426870748
"440","Derrick Favors","Utah Jazz","2019-02-28","DEN",15,12.2190833333333
"441","Derrick Favors","Utah Jazz","2019-03-02","MIL",23,9.85935799319728
"442","Derrick Favors","Utah Jazz","2019-03-04","NOP",16,11.6335300453515
"443","Derrick Favors","Utah Jazz","2019-03-06","NOP",27,11.6184229024943
"444","Derrick Favors","Utah Jazz","2019-03-08","MEM",5,8.72108379120879
"445","Derrick Favors","Utah Jazz","2019-03-11","OKC",5,10.8412176870748
"446","Derrick Favors","Utah Jazz","2019-03-13","PHO",20,14.5454653619023
"447","Derrick Favors","Utah Jazz","2019-03-14","MIN",17,13.9781394557823
"448","Derrick Favors","Utah Jazz","2019-03-16","BRK",13,11.9334186507936
"449","Derrick Favors","Utah Jazz","2019-03-18","WAS",4,11.6845493197279
"450","Derrick Favors","Utah Jazz","2019-03-20","NYK",10,12.3897950680272
"451","Derrick Favors","Utah Jazz","2019-03-21","ATL",15,13.7530110801897
"452","Derrick Favors","Utah Jazz","2019-03-23","CHI",13,11.6808869047619
"453","Derrick Favors","Utah Jazz","2019-03-25","PHO",18,13.1411056422569
"454","Derrick Favors","Utah Jazz","2019-03-27","LAL",20,14.643003968254
"455","Derrick Favors","Utah Jazz","2019-03-29","WAS",6,13.2560190819918
"457","Donovan Mitchell","Utah Jazz","2018-10-19","GSW",27,23.673613428008
"458","Donovan Mitchell","Utah Jazz","2018-10-22","MEM",16,27.4649414151705
"459","Donovan Mitchell","Utah Jazz","2018-10-24","HOU",46,24.587825988855
"460","Donovan Mitchell","Utah Jazz","2018-10-27","NOP",28,22.851328975075
"461","Donovan Mitchell","Utah Jazz","2018-10-28","DAL",20,23.3684172015113
"462","Donovan Mitchell","Utah Jazz","2018-10-31","MIN",32,24.0636452847818
"463","Donovan Mitchell","Utah Jazz","2018-11-03","DEN",16,24.20695380488
"464","Donovan Mitchell","Utah Jazz","2018-11-07","DAL",29,24.2679973346891
"465","Donovan Mitchell","Utah Jazz","2018-11-09","BOS",23,24.6324179803019
"466","Donovan Mitchell","Utah Jazz","2018-11-12","MEM",12,23.4282913102947
"467","Donovan Mitchell","Utah Jazz","2018-11-14","DAL",12,23.1035739260337
"468","Donovan Mitchell","Utah Jazz","2018-11-16","PHI",33,21.1972532613246
"469","Donovan Mitchell","Utah Jazz","2018-11-17","BOS",38,23.1525293623587
"470","Donovan Mitchell","Utah Jazz","2018-11-19","IND",7,25.4956371074451
"471","Donovan Mitchell","Utah Jazz","2018-11-21","SAC",43,23.3715627373076
"472","Donovan Mitchell","Utah Jazz","2018-11-23","LAL",4,23.1282153440891
"473","Donovan Mitchell","Utah Jazz","2018-11-28","BRK",33,22.6804354463852
"474","Donovan Mitchell","Utah Jazz","2018-11-30","CHO",34,26.1899862402612
"475","Donovan Mitchell","Utah Jazz","2018-12-02","MIA",20,23.9269769073656
"476","Donovan Mitchell","Utah Jazz","2018-12-04","SAS",28,25.4662059884738
"477","Donovan Mitchell","Utah Jazz","2018-12-06","HOU",6,27.6978209273715
"478","Donovan Mitchell","Utah Jazz","2018-12-09","SAS",33,23.8930983980058
"479","Donovan Mitchell","Utah Jazz","2018-12-10","OKC",25,25.0273860159622
"480","Donovan Mitchell","Utah Jazz","2018-12-12","MIA",25,21.6975270950267
"481","Donovan Mitchell","Utah Jazz","2018-12-15","ORL",28,25.9163218191218
"482","Donovan Mitchell","Utah Jazz","2018-12-17","HOU",27,25.4922458784867
"483","Donovan Mitchell","Utah Jazz","2018-12-19","GSW",21,23.131067441278
"484","Donovan Mitchell","Utah Jazz","2018-12-21","POR",3,24.526512410174
"485","Donovan Mitchell","Utah Jazz","2018-12-22","OKC",24,21.5313630277761
"486","Donovan Mitchell","Utah Jazz","2018-12-25","POR",23,24.398445764289
"487","Donovan Mitchell","Utah Jazz","2018-12-27","PHI",29,25.5569950237109
"488","Donovan Mitchell","Utah Jazz","2018-12-29","NYK",19,22.9937459033781
"489","Donovan Mitchell","Utah Jazz","2019-01-01","TOR",23,25.8548891835629
"490","Donovan Mitchell","Utah Jazz","2019-01-04","CLE",24,23.1504350704678
"491","Donovan Mitchell","Utah Jazz","2019-01-05","DET",28,24.2692900438403
"492","Donovan Mitchell","Utah Jazz","2019-01-07","MIL",38,24.0300007477821
"493","Donovan Mitchell","Utah Jazz","2019-01-09","ORL",41,23.4678226936627
"494","Donovan Mitchell","Utah Jazz","2019-01-11","LAL",41,22.3481680785164
"495","Donovan Mitchell","Utah Jazz","2019-01-12","CHI",42,20.7952581495892
"496","Donovan Mitchell","Utah Jazz","2019-01-14","DET",34,23.3807273826651
"497","Donovan Mitchell","Utah Jazz","2019-01-16","LAC",28,26.0172779190944
"498","Donovan Mitchell","Utah Jazz","2019-01-18","CLE",28,22.273534878443
"499","Donovan Mitchell","Utah Jazz","2019-01-21","POR",40,25.8930794549061
"500","Donovan Mitchell","Utah Jazz","2019-01-23","DEN",47,23.5760503756346
"501","Donovan Mitchell","Utah Jazz","2019-01-25","MIN",28,22.9250337340311
"502","Donovan Mitchell","Utah Jazz","2019-01-27","MIN",33,24.0321115413125
"503","Donovan Mitchell","Utah Jazz","2019-01-30","POR",24,24.6577716222027
"504","Donovan Mitchell","Utah Jazz","2019-02-01","ATL",15,25.7129152926774
"505","Donovan Mitchell","Utah Jazz","2019-02-02","HOU",30,25.3471245544673
"506","Donovan Mitchell","Utah Jazz","2019-02-06","PHO",23,24.7746092707801
"507","Donovan Mitchell","Utah Jazz","2019-02-09","SAS",27,24.5905634108458
"508","Donovan Mitchell","Utah Jazz","2019-02-12","GSW",31,25.0697415234446
"509","Donovan Mitchell","Utah Jazz","2019-02-22","OKC",46,25.7065953417402
"510","Donovan Mitchell","Utah Jazz","2019-02-23","DAL",29,22.7275528383684
"511","Donovan Mitchell","Utah Jazz","2019-02-27","LAC",38,25.6295108113125
"512","Donovan Mitchell","Utah Jazz","2019-02-28","DEN",32,21.9233199613444
"513","Donovan Mitchell","Utah Jazz","2019-03-02","MIL",56,23.0153913935704
"514","Donovan Mitchell","Utah Jazz","2019-03-04","NOP",21,25.3276981281316
"515","Donovan Mitchell","Utah Jazz","2019-03-06","NOP",26,22.0446942192853
"516","Donovan Mitchell","Utah Jazz","2019-03-08","MEM",48,24.2084617905432
"517","Donovan Mitchell","Utah Jazz","2019-03-11","OKC",31,23.9620631294579
"518","Donovan Mitchell","Utah Jazz","2019-03-13","PHO",34,24.2268294704845
"519","Donovan Mitchell","Utah Jazz","2019-03-14","MIN",26,23.9446961803785
"520","Donovan Mitchell","Utah Jazz","2019-03-16","BRK",32,24.4875290188963
"521","Donovan Mitchell","Utah Jazz","2019-03-18","WAS",25,24.215997293972
"522","Donovan Mitchell","Utah Jazz","2019-03-20","NYK",40,29.6077837831538
"523","Donovan Mitchell","Utah Jazz","2019-03-21","ATL",38,23.4720069853704
"524","Donovan Mitchell","Utah Jazz","2019-03-23","CHI",20,22.367311201028
"525","Donovan Mitchell","Utah Jazz","2019-03-25","PHO",14,24.1762393761877
"526","Donovan Mitchell","Utah Jazz","2019-03-27","LAL",13,25.6361518330406
"527","Donovan Mitchell","Utah Jazz","2019-03-29","WAS",41,21.1565981691262
"528","Donovan Mitchell","Utah Jazz","2019-04-01","CHO",33,25.9620405448745
"529","Donovan Mitchell","Utah Jazz","2019-04-03","PHO",37,27.9800687731104
"530","Donovan Mitchell","Utah Jazz","2019-04-05","SAC",27,25.7528144570845
"531","Donovan Mitchell","Utah Jazz","2019-04-07","LAL",23,25.7598748056329
"533","Garry Harris","Denver Nuggets","2018-10-20","PHO",18,27.1472142857143
"534","Garry Harris","Denver Nuggets","2019-01-12","PHO",8,23.6341285714286
"535","Garry Harris","Denver Nuggets","2019-01-13","POR",9,27.3181142857143
"536","Garry Harris","Denver Nuggets","2019-01-15","GSW",17,19.475480952381
"537","Garry Harris","Denver Nuggets","2019-01-19","CLE",7,28.1674333333333
"538","Garry Harris","Denver Nuggets","2019-01-23","UTA",30,19.8851642857143
"539","Garry Harris","Denver Nuggets","2019-01-25","PHO",16,25.3013549450549
"540","Garry Harris","Denver Nuggets","2019-01-26","PHI",18,25.4515809523809
"541","Garry Harris","Denver Nuggets","2019-01-28","MEM",24,22.375280952381
"542","Garry Harris","Denver Nuggets","2019-01-30","NOP",8,23.7670976190476
"543","Garry Harris","Denver Nuggets","2019-02-01","HOU",9,21.1762476190476
"544","Garry Harris","Denver Nuggets","2019-02-02","MIN",26,20.5200785714286
"545","Garry Harris","Denver Nuggets","2019-02-04","DET",12,21.5534476190476
"546","Garry Harris","Denver Nuggets","2019-02-06","BRK",5,24.7439261904762
"547","Garry Harris","Denver Nuggets","2019-02-08","PHI",14,23.1217809523809
"548","Garry Harris","Denver Nuggets","2019-02-11","MIA",12,26.6229142857143
"549","Garry Harris","Denver Nuggets","2019-02-13","SAC",15,25.0752452380952
"550","Garry Harris","Denver Nuggets","2019-02-22","DAL",14,23.8381095238095
"551","Garry Harris","Denver Nuggets","2019-02-24","LAC",5,20.9746619047619
"552","Garry Harris","Denver Nuggets","2019-02-26","OKC",25,23.2325285714286
"553","Garry Harris","Denver Nuggets","2019-02-28","UTA",23,21.7839142857143
"554","Garry Harris","Denver Nuggets","2019-03-02","NOP",12,22.8315857142857
"555","Garry Harris","Denver Nuggets","2019-03-04","SAS",16,26.7692642857143
"556","Garry Harris","Denver Nuggets","2019-03-06","LAL",33,27.1562261904762
"557","Garry Harris","Denver Nuggets","2019-03-08","GSW",7,21.6885168498168
"558","Garry Harris","Denver Nuggets","2019-03-12","MIN",6,27.0474452380952
"559","Garry Harris","Denver Nuggets","2019-03-14","DAL",13,27.3680928571429
"560","Garry Harris","Denver Nuggets","2019-03-16","IND",25,21.5148285714286
"561","Garry Harris","Denver Nuggets","2019-03-18","BOS",24,28.2929025641025
"562","Garry Harris","Denver Nuggets","2019-03-21","WAS",15,18.7769809523809
"563","Garry Harris","Denver Nuggets","2019-03-22","NYK",16,24.3236809523809
"564","Garry Harris","Denver Nuggets","2019-03-24","IND",21,26.8733976190476
"565","Garry Harris","Denver Nuggets","2019-03-26","DET",14,20.1782857142857
"566","Garry Harris","Denver Nuggets","2019-03-28","HOU",2,26.0762666666667
"567","Garry Harris","Denver Nuggets","2019-03-29","OKC",16,22.668180952381
"568","Garry Harris","Denver Nuggets","2019-03-31","WAS",14,14.72225
"569","Garry Harris","Denver Nuggets","2019-04-02","GSW",10,21.3897928571429
"570","Garry Harris","Denver Nuggets","2019-04-03","SAS",17,25.1191785714286
"571","Garry Harris","Denver Nuggets","2019-04-05","POR",4,20.8901952380952
"572","Garry Harris","Denver Nuggets","2019-04-07","POR",11,20.675430952381
"573","Garry Harris","Denver Nuggets","2019-04-09","UTA",0,26.8270952380952
"575","Jamal Murray","Denver Nuggets","2018-10-20","PHO",32,20.8215270909646
"576","Jamal Murray","Denver Nuggets","2018-10-21","GSW",3,24.9490435606061
"577","Jamal Murray","Denver Nuggets","2018-10-23","SAC",25,18.2059843073593
"578","Jamal Murray","Denver Nuggets","2018-10-25","LAL",24,17.8311841630592
"579","Jamal Murray","Denver Nuggets","2018-10-29","NOP",27,19.8909573412698
"580","Jamal Murray","Denver Nuggets","2018-10-31","CHI",12,20.6614899891775
"581","Jamal Murray","Denver Nuggets","2018-11-01","CLE",10,21.5709867493617
"582","Jamal Murray","Denver Nuggets","2018-11-03","UTA",21,12.8745049117549
"583","Jamal Murray","Denver Nuggets","2018-11-05","BOS",58,20.2968273809524
"584","Jamal Murray","Denver Nuggets","2018-11-07","MEM",19,20.356305465368
"585","Jamal Murray","Denver Nuggets","2018-11-09","BRK",16,22.5899295634921
"586","Jamal Murray","Denver Nuggets","2018-11-11","MIL",14,17.5413722041847
"587","Jamal Murray","Denver Nuggets","2018-11-13","HOU",15,17.3867053085803
"588","Jamal Murray","Denver Nuggets","2018-11-15","ATL",20,15.4372922494172
"589","Jamal Murray","Denver Nuggets","2018-11-17","NOP",13,22.2094146825397
"590","Jamal Murray","Denver Nuggets","2018-11-19","MIL",21,18.9179216269841
"591","Jamal Murray","Denver Nuggets","2018-11-21","MIN",26,21.4248352272727
"592","Jamal Murray","Denver Nuggets","2018-11-23","ORL",18,23.7795634920635
"593","Jamal Murray","Denver Nuggets","2018-11-24","OKC",26,20.1381557539683
"594","Jamal Murray","Denver Nuggets","2018-11-27","LAL",24,25.1686875
"595","Jamal Murray","Denver Nuggets","2018-11-30","POR",12,23.5873369408369
"596","Jamal Murray","Denver Nuggets","2018-12-03","TOR",25,17.8994742063492
"597","Jamal Murray","Denver Nuggets","2018-12-05","ORL",35,23.8218313492063
"598","Jamal Murray","Denver Nuggets","2018-12-07","CHO",20,19.2174742063492
"599","Jamal Murray","Denver Nuggets","2018-12-08","ATL",4,19.1775264319014
"600","Jamal Murray","Denver Nuggets","2018-12-10","MEM",18,23.2914394355644
"601","Jamal Murray","Denver Nuggets","2018-12-14","OKC",19,16.196376984127
"602","Jamal Murray","Denver Nuggets","2018-12-16","TOR",25,21.8947371933622
"603","Jamal Murray","Denver Nuggets","2018-12-18","DAL",24,23.4377470238095
"604","Jamal Murray","Denver Nuggets","2018-12-22","LAC",20,20.1948848304473
"605","Jamal Murray","Denver Nuggets","2018-12-26","SAS",11,22.5974970238095
"606","Jamal Murray","Denver Nuggets","2018-12-28","SAS",39,22.3556773504274
"607","Jamal Murray","Denver Nuggets","2018-12-29","PHO",64,22.0324632034632
"608","Jamal Murray","Denver Nuggets","2019-01-01","NYK",8,21.9279116161616
"609","Jamal Murray","Denver Nuggets","2019-01-03","SAC",48,18.9903309398934
"610","Jamal Murray","Denver Nuggets","2019-01-05","CHO",12,18.8291271991897
"611","Jamal Murray","Denver Nuggets","2019-01-07","HOU",13,19.1619844322344
"612","Jamal Murray","Denver Nuggets","2019-01-08","MIA",20,14.6180846028971
"613","Jamal Murray","Denver Nuggets","2019-01-10","LAC",27,22.1991061507937
"614","Jamal Murray","Denver Nuggets","2019-01-12","PHO",16,21.0269773976024
"615","Jamal Murray","Denver Nuggets","2019-01-13","POR",26,23.7721676587301
"616","Jamal Murray","Denver Nuggets","2019-01-15","GSW",29,22.8324880050505
"617","Jamal Murray","Denver Nuggets","2019-01-17","CHI",39,21.7657191003441
"618","Jamal Murray","Denver Nuggets","2019-01-19","CLE",34,18.2300958694084
"619","Jamal Murray","Denver Nuggets","2019-01-23","UTA",11,20.6981008297258
"620","Jamal Murray","Denver Nuggets","2019-01-25","PHO",19,15.9362757936508
"621","Jamal Murray","Denver Nuggets","2019-02-06","BRK",23,18.8821865079365
"622","Jamal Murray","Denver Nuggets","2019-02-08","PHI",27,21.9367657273282
"623","Jamal Murray","Denver Nuggets","2019-02-11","MIA",16,23.2238541666667
"624","Jamal Murray","Denver Nuggets","2019-02-13","SAC",14,17.2166467698968
"625","Jamal Murray","Denver Nuggets","2019-02-22","DAL",16,19.0006950757576
"626","Jamal Murray","Denver Nuggets","2019-02-24","LAC",20,20.3414080433455
"627","Jamal Murray","Denver Nuggets","2019-02-26","OKC",28,21.1244126082251
"628","Jamal Murray","Denver Nuggets","2019-02-28","UTA",29,21.6631718420468
"629","Jamal Murray","Denver Nuggets","2019-03-02","NOP",22,21.5280187590188
"630","Jamal Murray","Denver Nuggets","2019-03-04","SAS",37,21.9205466269841
"631","Jamal Murray","Denver Nuggets","2019-03-06","LAL",25,20.8260982142857
"632","Jamal Murray","Denver Nuggets","2019-03-08","GSW",15,23.0700260989011
"633","Jamal Murray","Denver Nuggets","2019-03-12","MIN",38,12.9043177655678
"634","Jamal Murray","Denver Nuggets","2019-03-14","DAL",16,21.5317088744589
"635","Jamal Murray","Denver Nuggets","2019-03-16","IND",19,23.3707738095238
"636","Jamal Murray","Denver Nuggets","2019-03-18","BOS",13,23.4593011363636
"637","Jamal Murray","Denver Nuggets","2019-03-21","WAS",17,17.3257154928405
"638","Jamal Murray","Denver Nuggets","2019-03-22","NYK",20,18.5916817626818
"639","Jamal Murray","Denver Nuggets","2019-03-24","IND",4,25.5364732142857
"640","Jamal Murray","Denver Nuggets","2019-03-26","DET",39,20.4952747530248
"641","Jamal Murray","Denver Nuggets","2019-03-28","HOU",20,21.2037112193362
"642","Jamal Murray","Denver Nuggets","2019-03-29","OKC",33,18.2970352702853
"643","Jamal Murray","Denver Nuggets","2019-03-31","WAS",16,22.4834136002886
"644","Jamal Murray","Denver Nuggets","2019-04-02","GSW",19,19.3623399170274
"645","Jamal Murray","Denver Nuggets","2019-04-03","SAS",16,20.9864196428571
"646","Jamal Murray","Denver Nuggets","2019-04-05","POR",27,22.5584781746032
"647","Jamal Murray","Denver Nuggets","2019-04-09","UTA",28,21.1868848304473
"649","Jerami Grant","Oklahoma City Thunder","2018-10-19","LAC",4,8.05533333333334
"650","Jerami Grant","Oklahoma City Thunder","2018-10-21","SAC",7,9.87129166666666
"651","Jerami Grant","Oklahoma City Thunder","2018-10-25","BOS",12,9.46783333333333
"652","Jerami Grant","Oklahoma City Thunder","2018-10-28","PHO",16,10.526125
"653","Jerami Grant","Oklahoma City Thunder","2018-10-30","LAC",14,11.7094166666667
"654","Jerami Grant","Oklahoma City Thunder","2018-11-01","CHO",12,9.636625
"655","Jerami Grant","Oklahoma City Thunder","2018-11-02","WAS",26,11.900125
"656","Jerami Grant","Oklahoma City Thunder","2018-11-05","NOP",13,8.52245833333333
"657","Jerami Grant","Oklahoma City Thunder","2018-11-07","CLE",16,9.99083333333334
"658","Jerami Grant","Oklahoma City Thunder","2018-11-08","HOU",13,10.6640833333333
"659","Jerami Grant","Oklahoma City Thunder","2018-11-10","DAL",15,11.2992083333333
"660","Jerami Grant","Oklahoma City Thunder","2018-11-12","PHO",12,8.63545833333334
"661","Jerami Grant","Oklahoma City Thunder","2018-11-14","NYK",21,11.2347916666667
"662","Jerami Grant","Oklahoma City Thunder","2018-11-17","PHO",16,8.765375
"663","Jerami Grant","Oklahoma City Thunder","2018-11-19","SAC",8,9.70908333333334
"664","Jerami Grant","Oklahoma City Thunder","2018-11-21","GSW",16,8.71620833333333
"665","Jerami Grant","Oklahoma City Thunder","2018-11-23","CHO",15,7.622125
"666","Jerami Grant","Oklahoma City Thunder","2018-11-24","DEN",17,10.164625
"667","Jerami Grant","Oklahoma City Thunder","2018-11-28","CLE",23,9.32975
"668","Jerami Grant","Oklahoma City Thunder","2018-11-30","ATL",7,15.4439583333333
"669","Jerami Grant","Oklahoma City Thunder","2018-12-03","DET",19,8.81141666666666
"670","Jerami Grant","Oklahoma City Thunder","2018-12-05","BRK",7,8.53916666666667
"671","Jerami Grant","Oklahoma City Thunder","2018-12-07","CHI",19,8.37795833333333
"672","Jerami Grant","Oklahoma City Thunder","2018-12-10","UTA",15,7.627125
"673","Jerami Grant","Oklahoma City Thunder","2018-12-12","NOP",9,8.90045833333333
"674","Jerami Grant","Oklahoma City Thunder","2018-12-14","DEN",15,10.427625
"675","Jerami Grant","Oklahoma City Thunder","2018-12-15","LAC",20,9.485375
"676","Jerami Grant","Oklahoma City Thunder","2018-12-17","CHI",13,7.70808333333333
"677","Jerami Grant","Oklahoma City Thunder","2018-12-19","SAC",26,8.99933333333333
"678","Jerami Grant","Oklahoma City Thunder","2018-12-22","UTA",17,7.91733333333333
"679","Jerami Grant","Oklahoma City Thunder","2018-12-23","MIN",16,8.09020833333333
"680","Jerami Grant","Oklahoma City Thunder","2018-12-25","HOU",17,8.51141666666667
"681","Jerami Grant","Oklahoma City Thunder","2018-12-28","PHO",12,9.00125
"682","Jerami Grant","Oklahoma City Thunder","2018-12-30","DAL",10,10.1282083333333
"683","Jerami Grant","Oklahoma City Thunder","2018-12-31","DAL",18,9.49733333333333
"684","Jerami Grant","Oklahoma City Thunder","2019-01-02","LAL",15,9.44241666666667
"685","Jerami Grant","Oklahoma City Thunder","2019-01-04","POR",8,9.31145833333333
"686","Jerami Grant","Oklahoma City Thunder","2019-01-06","WAS",21,5.359
"687","Jerami Grant","Oklahoma City Thunder","2019-01-08","MIN",7,6.06616666666667
"688","Jerami Grant","Oklahoma City Thunder","2019-01-10","SAS",27,11.8672916666667
"689","Jerami Grant","Oklahoma City Thunder","2019-01-12","SAS",16,10.023625
"690","Jerami Grant","Oklahoma City Thunder","2019-01-15","ATL",21,15.0855833333333
"691","Jerami Grant","Oklahoma City Thunder","2019-01-17","LAL",18,8.96745833333334
"692","Jerami Grant","Oklahoma City Thunder","2019-01-19","PHI",10,9.623625
"693","Jerami Grant","Oklahoma City Thunder","2019-01-21","NYK",18,10.9382083333333
"694","Jerami Grant","Oklahoma City Thunder","2019-01-22","POR",15,8.91083333333333
"695","Jerami Grant","Oklahoma City Thunder","2019-01-24","NOP",18,7.271375
"696","Jerami Grant","Oklahoma City Thunder","2019-01-27","MIL",18,10.89675
"697","Jerami Grant","Oklahoma City Thunder","2019-01-29","ORL",22,8.66170833333334
"698","Jerami Grant","Oklahoma City Thunder","2019-02-01","MIA",10,9.06804166666667
"699","Jerami Grant","Oklahoma City Thunder","2019-02-03","BOS",19,7.437625
"700","Jerami Grant","Oklahoma City Thunder","2019-02-05","ORL",21,8.79658333333334
"701","Jerami Grant","Oklahoma City Thunder","2019-02-07","MEM",26,7.97270833333334
"702","Jerami Grant","Oklahoma City Thunder","2019-02-09","HOU",10,7.77195833333333
"703","Jerami Grant","Oklahoma City Thunder","2019-02-22","UTA",24,9.66220833333334
"704","Jerami Grant","Oklahoma City Thunder","2019-02-23","SAC",12,8.90216666666666
"705","Jerami Grant","Oklahoma City Thunder","2019-02-26","DEN",25,10.6525
"706","Jerami Grant","Oklahoma City Thunder","2019-02-28","PHI",27,7.65920833333333
"707","Jerami Grant","Oklahoma City Thunder","2019-03-02","SAS",16,7.18629166666667
"708","Jerami Grant","Oklahoma City Thunder","2019-03-03","MEM",13,10.1087916666667
"709","Jerami Grant","Oklahoma City Thunder","2019-03-05","MIN",16,9.613625
"710","Jerami Grant","Oklahoma City Thunder","2019-03-07","POR",16,9.15825
"711","Jerami Grant","Oklahoma City Thunder","2019-03-08","LAC",12,5.24579166666667
"712","Jerami Grant","Oklahoma City Thunder","2019-03-11","UTA",14,9.13279166666666
"713","Jerami Grant","Oklahoma City Thunder","2019-03-13","BRK",19,12.316375
"714","Jerami Grant","Oklahoma City Thunder","2019-03-14","IND",3,8.941125
"715","Jerami Grant","Oklahoma City Thunder","2019-03-16","GSW",17,8.37916666666667
"716","Jerami Grant","Oklahoma City Thunder","2019-03-18","MIA",29,9.83558333333333
"717","Jerami Grant","Oklahoma City Thunder","2019-03-20","TOR",9,9.19079166666667
"718","Jerami Grant","Oklahoma City Thunder","2019-03-22","TOR",29,10.0144166666667
"719","Jerami Grant","Oklahoma City Thunder","2019-03-25","MEM",9,7.65445833333333
"720","Jerami Grant","Oklahoma City Thunder","2019-03-27","IND",29,8.22375
"721","Jerami Grant","Oklahoma City Thunder","2019-03-29","DEN",14,8.90445833333333
"722","Jerami Grant","Oklahoma City Thunder","2019-03-31","DAL",18,10.4784166666667
"723","Jerami Grant","Oklahoma City Thunder","2019-04-02","LAL",30,10.0306666666667
"724","Jerami Grant","Oklahoma City Thunder","2019-04-05","DET",25,7.85175
"725","Jerami Grant","Oklahoma City Thunder","2019-04-07","MIN",19,7.82787500000001
"726","Jerami Grant","Oklahoma City Thunder","2019-04-09","HOU",14,9.44404166666667
"728","Jerryd Bayless","Minnesota Timberwolves","2018-12-23","OKC",11,10.408625
"729","Jerryd Bayless","Minnesota Timberwolves","2018-12-26","CHI",0,10.30125
"730","Jerryd Bayless","Minnesota Timberwolves","2018-12-30","MIA",0,15.2882916666667
"731","Jerryd Bayless","Minnesota Timberwolves","2018-12-31","NOP",0,11.9966666666667
"732","Jerryd Bayless","Minnesota Timberwolves","2019-01-02","BOS",0,13.4049583333333
"733","Jerryd Bayless","Minnesota Timberwolves","2019-01-15","PHI",0,14.1031666666667
"734","Jerryd Bayless","Minnesota Timberwolves","2019-01-18","SAS",2,13.4524583333333
"735","Jerryd Bayless","Minnesota Timberwolves","2019-01-20","PHO",9,12.1818333333333
"736","Jerryd Bayless","Minnesota Timberwolves","2019-01-22","PHO",22,7.00870833333333
"737","Jerryd Bayless","Minnesota Timberwolves","2019-01-24","LAL",22,11.9377083333333
"738","Jerryd Bayless","Minnesota Timberwolves","2019-01-25","UTA",17,11.523125
"739","Jerryd Bayless","Minnesota Timberwolves","2019-01-27","UTA",27,12.983375
"740","Jerryd Bayless","Minnesota Timberwolves","2019-01-30","MEM",21,10.8780416666667
"741","Jerryd Bayless","Minnesota Timberwolves","2019-02-02","DEN",21,10.1160416666667
"742","Jerryd Bayless","Minnesota Timberwolves","2019-02-05","MEM",7,12.488625
"743","Jerryd Bayless","Minnesota Timberwolves","2019-02-07","ORL",0,10.0992083333333
"744","Jerryd Bayless","Minnesota Timberwolves","2019-02-11","LAC",2,12.3439583333333
"745","Jerryd Bayless","Minnesota Timberwolves","2019-02-13","HOU",0,8.45691666666666
"746","Jerryd Bayless","Minnesota Timberwolves","2019-02-25","SAC",0,15.4365416666667
"747","Jerryd Bayless","Minnesota Timberwolves","2019-02-27","ATL",4,11.2566666666667
"748","Jerryd Bayless","Minnesota Timberwolves","2019-03-10","NYK",0,9.53841666666666
"749","Jerryd Bayless","Minnesota Timberwolves","2019-03-12","DEN",4,15.599
"750","Jerryd Bayless","Minnesota Timberwolves","2019-03-14","UTA",8,10.614125
"751","Jerryd Bayless","Minnesota Timberwolves","2019-03-17","HOU",6,9.894375
"752","Jerryd Bayless","Minnesota Timberwolves","2019-03-19","GSW",14,9.86525
"753","Jerryd Bayless","Minnesota Timberwolves","2019-03-21","CHO",2,13.778875
"754","Jerryd Bayless","Minnesota Timberwolves","2019-03-23","MEM",0,10.9090416666667
"755","Jerryd Bayless","Minnesota Timberwolves","2019-03-26","LAC",9,15.718
"756","Jerryd Bayless","Minnesota Timberwolves","2019-03-29","GSW",21,11.930875
"757","Jerryd Bayless","Minnesota Timberwolves","2019-03-30","PHI",5,10.8324166666667
"758","Jerryd Bayless","Minnesota Timberwolves","2019-04-01","POR",10,8.90233333333333
"759","Jerryd Bayless","Minnesota Timberwolves","2019-04-03","DAL",7,10.06575
"764","Joe Ingles","Utah Jazz","2018-10-27","NOP",7,24.230271362914
"765","Joe Ingles","Utah Jazz","2018-10-28","DAL",18,21.0697142882258
"766","Joe Ingles","Utah Jazz","2018-10-31","MIN",15,23.7987583244459
"767","Joe Ingles","Utah Jazz","2018-11-02","MEM",25,21.9175408953028
"768","Joe Ingles","Utah Jazz","2018-11-03","DEN",6,22.1405918283216
"769","Joe Ingles","Utah Jazz","2018-11-05","TOR",13,22.4207599544948
"770","Joe Ingles","Utah Jazz","2018-11-07","DAL",10,20.5091680334716
"772","Joe Ingles","Utah Jazz","2018-11-12","MEM",25,24.8291775826236
"773","Joe Ingles","Utah Jazz","2018-11-14","DAL",12,22.9626940056293
"778","Joe Ingles","Utah Jazz","2018-11-23","LAL",20,22.0246560791197
