ID,Player,Team,Date,Opp,Fantasy_Score,predictions_2019
405,Morris,Boston Celtics,12/31/2018,SAS,22,20.19075929
406,Morris,Boston Celtics,1/2/2019,MIN,16,19.23730153
407,Morris,Boston Celtics,1/7/2019,BRK,18,14.04038242
408,Morris,Boston Celtics,1/9/2019,IND,28,13.12330406
409,Morris,Boston Celtics,1/10/2019,MIA,23,20.99838497
410,Morris,Boston Celtics,1/12/2019,ORL,23,21.12666569
411,Morris,Boston Celtics,1/14/2019,BRK,10,18.88483661
412,Morris,Boston Celtics,1/16/2019,TOR,8,17.69425251
413,Morris,Boston Celtics,1/18/2019,MEM,8,16.0055386
414,Morris,Boston Celtics,1/19/2019,ATL,12,20.13236624
415,Morris,Boston Celtics,1/21/2019,MIA,21,16.59449202
416,Morris,Boston Celtics,1/23/2019,CLE,13,19.32398176
417,Morris,Boston Celtics,1/26/2019,GSW,13,14.79160419
418,Morris,Boston Celtics,1/28/2019,BRK,17,15.44720407
419,Morris,Boston Celtics,1/30/2019,CHO,17,18.83976132
420,Morris,Boston Celtics,2/1/2019,NYK,26,18.68481596
421,Morris,Boston Celtics,2/3/2019,OKC,23,19.95108003
422,Morris,Boston Celtics,2/7/2019,LAL,5,21.00353787
423,Morris,Boston Celtics,2/9/2019,LAC,17,17.32530898
424,Morris,Boston Celtics,2/12/2019,PHI,19,20.11499426
425,Morris,Boston Celtics,2/13/2019,DET,13,19.37229785
426,Morris,Boston Celtics,2/21/2019,MIL,17,16.4128521
427,Morris,Boston Celtics,2/23/2019,CHI,14,16.83474765
428,Morris,Boston Celtics,2/26/2019,TOR,19,14.91044809
429,Morris,Boston Celtics,2/27/2019,POR,8,20.09735764
430,Morris,Boston Celtics,3/1/2019,WAS,23,16.64769813
431,Morris,Boston Celtics,3/3/2019,HOU,0,16.83070092
432,Morris,Boston Celtics,3/5/2019,GSW,14,18.14102616
433,Morris,Boston Celtics,3/6/2019,SAC,25,17.47984678
434,Morris,Boston Celtics,3/9/2019,LAL,18,18.72497152
435,Morris,Boston Celtics,3/11/2019,LAC,13,17.64908021
436,Morris,Boston Celtics,3/14/2019,SAC,27,15.86531357
437,Morris,Boston Celtics,3/16/2019,ATL,23,19.25267131
438,Morris,Boston Celtics,3/18/2019,DEN,17,19.11215597
439,Morris,Boston Celtics,3/20/2019,PHI,4,14.40757228
440,Morris,Boston Celtics,3/23/2019,CHO,21,17.02038587
441,Morris,Boston Celtics,3/24/2019,SAS,15,19.49609484
442,Morris,Boston Celtics,3/26/2019,CLE,18,16.25491257
443,Morris,Boston Celtics,3/29/2019,IND,9,13.94035831
444,Morris,Boston Celtics,3/30/2019,BRK,20,19.83697884
445,Morris,Boston Celtics,4/1/2019,MIA,12,14.93731311
446,Morris,Boston Celtics,4/5/2019,IND,13,16.38144303
447,Russell,Brooklyn Nets,10/19/2018,NYK,19,17.54856235
448,Russell,Brooklyn Nets,10/20/2018,IND,16,17.33705411
449,Russell,Brooklyn Nets,10/24/2018,CLE,22,19.58575092
450,Russell,Brooklyn Nets,10/26/2018,NOP,36,18.65241299
451,Russell,Brooklyn Nets,10/28/2018,GSW,35,16.13940321
452,Russell,Brooklyn Nets,10/29/2018,NYK,19,16.37128986
453,Russell,Brooklyn Nets,10/31/2018,DET,6,17.63377966
454,Russell,Brooklyn Nets,11/2/2018,HOU,14,17.86872331
455,Russell,Brooklyn Nets,11/4/2018,PHI,23,16.66210042
456,Russell,Brooklyn Nets,11/6/2018,PHO,17,17.26227706
457,Russell,Brooklyn Nets,11/9/2018,DEN,29,17.4847378
458,Russell,Brooklyn Nets,11/10/2018,GSW,14,18.45602933
459,Russell,Brooklyn Nets,11/12/2018,MIN,49,18.00336305
460,Russell,Brooklyn Nets,11/14/2018,MIA,12,14.51592165
461,Russell,Brooklyn Nets,11/16/2018,WAS,25,17.13417275
462,Russell,Brooklyn Nets,11/17/2018,LAC,33,18.04177002
463,Russell,Brooklyn Nets,11/20/2018,MIA,24,12.93947332
464,Russell,Brooklyn Nets,11/21/2018,DAL,23,19.12653615
465,Russell,Brooklyn Nets,11/23/2018,MIN,5,18.74880002
466,Russell,Brooklyn Nets,11/25/2018,PHI,42,20.14249892
467,Russell,Brooklyn Nets,11/28/2018,UTA,18,19.78705909
468,Russell,Brooklyn Nets,11/30/2018,MEM,36,19.85102142
469,Russell,Brooklyn Nets,12/1/2018,WAS,10,15.34927531
470,Russell,Brooklyn Nets,12/3/2018,CLE,38,18.67556235
471,Russell,Brooklyn Nets,12/5/2018,OKC,23,18.02948655
472,Russell,Brooklyn Nets,12/7/2018,TOR,33,15.55394017
473,Russell,Brooklyn Nets,12/8/2018,NYK,11,16.99009633
474,Russell,Brooklyn Nets,12/12/2018,PHI,16,17.39163336
475,Russell,Brooklyn Nets,12/14/2018,WAS,10,15.16038354
476,Russell,Brooklyn Nets,12/16/2018,ATL,42,20.99114045
477,Russell,Brooklyn Nets,12/18/2018,LAL,30,18.65870149
478,Russell,Brooklyn Nets,12/19/2018,CHI,15,16.12025445
479,Russell,Brooklyn Nets,12/21/2018,IND,5,18.25513361
480,Russell,Brooklyn Nets,12/23/2018,PHO,22,20.36798444
481,Russell,Brooklyn Nets,12/26/2018,CHO,20,18.82300216
482,Russell,Brooklyn Nets,12/28/2018,CHO,37,16.34631211
483,Russell,Brooklyn Nets,1/2/2019,NOP,26,19.22937019
484,Russell,Brooklyn Nets,1/4/2019,MEM,29,18.68222464
485,Russell,Brooklyn Nets,1/6/2019,CHI,40,18.01338073
486,Russell,Brooklyn Nets,1/7/2019,BOS,7,16.98659343
487,Russell,Brooklyn Nets,1/9/2019,ATL,25,15.55468813
488,Russell,Brooklyn Nets,1/11/2019,TOR,28,18.53957385
489,Russell,Brooklyn Nets,1/14/2019,BOS,48,17.7215101
490,Russell,Brooklyn Nets,1/16/2019,HOU,14,17.05827363
491,Russell,Brooklyn Nets,1/18/2019,ORL,56,17.27704541
492,Russell,Brooklyn Nets,1/21/2019,SAC,45,16.58377905
493,Russell,Brooklyn Nets,1/23/2019,ORL,31,15.2504943
494,Russell,Brooklyn Nets,1/25/2019,NYK,16,18.47972861
495,Russell,Brooklyn Nets,1/28/2019,BOS,33,16.62144434
496,Russell,Brooklyn Nets,1/29/2019,CHI,34,16.55589743
497,Russell,Brooklyn Nets,1/31/2019,SAS,29,19.36414502
498,Russell,Brooklyn Nets,2/2/2019,ORL,29,20.8727191
499,Russell,Brooklyn Nets,2/4/2019,MIL,22,15.38738166
500,Russell,Brooklyn Nets,2/6/2019,DEN,39,16.0680761
501,Russell,Brooklyn Nets,2/8/2019,CHI,25,19.21533845
502,Russell,Brooklyn Nets,2/11/2019,TOR,32,19.85808362
503,Russell,Brooklyn Nets,2/13/2019,CLE,46,19.26753747
504,Russell,Brooklyn Nets,2/21/2019,POR,18,19.83772245
505,Russell,Brooklyn Nets,2/23/2019,CHO,52,21.67892952
506,Russell,Brooklyn Nets,2/25/2019,SAS,33,16.23293752
507,Russell,Brooklyn Nets,2/27/2019,WAS,30,15.46187213
508,Russell,Brooklyn Nets,3/1/2019,CHO,24,18.80373972
509,Russell,Brooklyn Nets,3/2/2019,MIA,14,17.32351351
510,Russell,Brooklyn Nets,3/4/2019,DAL,15,13.91725361
511,Russell,Brooklyn Nets,3/6/2019,CLE,33,16.16125096
512,Russell,Brooklyn Nets,3/9/2019,ATL,24,18.6464691
513,Russell,Brooklyn Nets,3/11/2019,DET,13,21.04450697
514,Russell,Brooklyn Nets,3/13/2019,OKC,18,16.54861502
515,Russell,Brooklyn Nets,3/16/2019,UTA,26,19.06101787
516,Russell,Brooklyn Nets,3/17/2019,LAC,44,19.54224562
517,Russell,Brooklyn Nets,3/19/2019,SAC,56,16.5552835
518,Russell,Brooklyn Nets,3/22/2019,LAL,29,17.32093814
519,Russell,Brooklyn Nets,3/25/2019,POR,45,15.63827297
520,Russell,Brooklyn Nets,3/28/2019,PHI,15,20.46562655
521,Russell,Brooklyn Nets,3/30/2019,BOS,37,20.00091993
522,Russell,Brooklyn Nets,4/1/2019,MIL,36,15.32353549
523,Russell,Brooklyn Nets,4/3/2019,TOR,37,16.87094859
524,Russell,Brooklyn Nets,4/6/2019,MIL,31,17.07232385
525,Russell,Brooklyn Nets,4/7/2019,IND,22,14.67622613
526,Smart,Boston Celtics,10/19/2018,TOR,2,11.91699524
527,Smart,Boston Celtics,10/20/2018,NYK,8,10.43494524
528,Smart,Boston Celtics,10/22/2018,ORL,11,11.35483889
529,Smart,Boston Celtics,10/25/2018,OKC,2,17.82143333
530,Smart,Boston Celtics,10/27/2018,DET,5,17.07784524
531,Smart,Boston Celtics,10/30/2018,DET,3,11.87174524
532,Smart,Boston Celtics,11/1/2018,MIL,2,12.0426881
533,Smart,Boston Celtics,11/3/2018,IND,5,15.01267222
534,Smart,Boston Celtics,11/5/2018,DEN,11,16.5030119
535,Smart,Boston Celtics,11/8/2018,PHO,9,13.64753889
536,Smart,Boston Celtics,11/9/2018,UTA,21,12.53846746
537,Smart,Boston Celtics,11/11/2018,POR,0,12.1888381
538,Smart,Boston Celtics,11/14/2018,CHI,12,10.31998333
539,Smart,Boston Celtics,11/16/2018,TOR,5,13.22727857
540,Smart,Boston Celtics,11/17/2018,UTA,5,12.52782302
541,Smart,Boston Celtics,11/19/2018,CHO,22,13.88365079
542,Smart,Boston Celtics,11/21/2018,NYK,2,13.62542143
543,Smart,Boston Celtics,11/23/2018,ATL,4,11.79648333
544,Smart,Boston Celtics,11/24/2018,DAL,25,9.987816667
545,Smart,Boston Celtics,11/26/2018,NOP,12,14.43169286
546,Smart,Boston Celtics,11/30/2018,CLE,16,12.6729
547,Smart,Boston Celtics,12/1/2018,MIN,10,11.50905
548,Smart,Boston Celtics,12/6/2018,NYK,4,15.15428333
549,Smart,Boston Celtics,12/8/2018,CHI,10,11.98761667
550,Smart,Boston Celtics,12/10/2018,NOP,4,12.80074524
551,Smart,Boston Celtics,12/12/2018,WAS,20,11.64073889
552,Smart,Boston Celtics,12/14/2018,ATL,0,14.08765397
553,Smart,Boston Celtics,12/15/2018,DET,31,12.57927857
554,Smart,Boston Celtics,12/19/2018,PHO,18,13.32862619
555,Smart,Boston Celtics,12/21/2018,MIL,8,10.21435079
556,Smart,Boston Celtics,12/23/2018,CHO,10,12.70635
557,Smart,Boston Celtics,12/25/2018,PHI,10,14.43258333
558,Smart,Boston Celtics,12/27/2018,HOU,13,13.72769444
559,Smart,Boston Celtics,12/29/2018,MEM,10,13.09170476
560,Smart,Boston Celtics,12/31/2018,SAS,7,13.50512857
561,Smart,Boston Celtics,1/2/2019,MIN,2,11.47386746
562,Smart,Boston Celtics,1/4/2019,DAL,27,12.34836667
563,Smart,Boston Celtics,1/7/2019,BRK,20,12.05902778
564,Smart,Boston Celtics,1/9/2019,IND,2,12.67849524
565,Smart,Boston Celtics,1/10/2019,MIA,26,14.80023413
566,Smart,Boston Celtics,1/12/2019,ORL,14,12.97459921
567,Smart,Boston Celtics,1/16/2019,TOR,7,13.70447857
568,Smart,Boston Celtics,1/18/2019,MEM,32,13.25559444
569,Smart,Boston Celtics,1/19/2019,ATL,4,15.83875
570,Smart,Boston Celtics,1/21/2019,MIA,10,15.65197857
571,Smart,Boston Celtics,1/23/2019,CLE,13,12.58467857
572,Smart,Boston Celtics,1/26/2019,GSW,16,13.24246746
573,Smart,Boston Celtics,1/28/2019,BRK,29,10.86664286
574,Smart,Boston Celtics,1/30/2019,CHO,5,12.34237302
575,Smart,Boston Celtics,2/1/2019,NYK,5,10.40724524
576,Smart,Boston Celtics,2/3/2019,OKC,26,12.44064524
577,Smart,Boston Celtics,2/5/2019,CLE,25,10.76334524
578,Smart,Boston Celtics,2/7/2019,LAL,10,13.50438333
579,Smart,Boston Celtics,2/9/2019,LAC,2,11.86108333
580,Smart,Boston Celtics,2/12/2019,PHI,8,11.42141667
581,Smart,Boston Celtics,2/13/2019,DET,24,14.97204444
582,Smart,Boston Celtics,2/21/2019,MIL,7,12.90677778
583,Smart,Boston Celtics,2/23/2019,CHI,6,12.33121667
584,Smart,Boston Celtics,2/26/2019,TOR,7,11.91663333
585,Smart,Boston Celtics,2/27/2019,POR,15,12.34771508
586,Smart,Boston Celtics,3/1/2019,WAS,24,11.31278333
587,Smart,Boston Celtics,3/3/2019,HOU,24,14.12448333
588,Smart,Boston Celtics,3/5/2019,GSW,11,13.49438333
589,Smart,Boston Celtics,3/6/2019,SAC,11,12.03542857
590,Smart,Boston Celtics,3/9/2019,LAL,24,12.05787857
591,Smart,Boston Celtics,3/11/2019,LAC,10,12.41933413
592,Smart,Boston Celtics,3/14/2019,SAC,9,12.9891119
593,Smart,Boston Celtics,3/16/2019,ATL,20,12.66475556
594,Smart,Boston Celtics,3/18/2019,DEN,10,14.18914444
595,Smart,Boston Celtics,3/20/2019,PHI,5,14.30606746
596,Smart,Boston Celtics,3/23/2019,CHO,10,11.43187857
597,Smart,Boston Celtics,3/24/2019,SAS,16,11.90943413
598,Smart,Boston Celtics,3/26/2019,CLE,25,12.10856667
599,Smart,Boston Celtics,3/29/2019,IND,10,13.32305
600,Smart,Boston Celtics,3/30/2019,BRK,11,14.40074524
601,Smart,Boston Celtics,4/1/2019,MIA,24,13.0282
602,Smart,Boston Celtics,4/3/2019,MIA,8,16.3371
603,Smart,Boston Celtics,4/5/2019,IND,8,13.75856746
604,Tatum,Boston Celtics,10/19/2018,TOR,20,16.39252799
605,Tatum,Boston Celtics,10/20/2018,NYK,28,17.46203313
606,Tatum,Boston Celtics,10/22/2018,ORL,7,17.033075
607,Tatum,Boston Celtics,10/25/2018,OKC,26,15.77294954
608,Tatum,Boston Celtics,10/27/2018,DET,8,17.50846538
609,Tatum,Boston Celtics,10/30/2018,DET,18,15.9086799
610,Tatum,Boston Celtics,11/1/2018,MIL,16,15.02943882
611,Tatum,Boston Celtics,11/3/2018,IND,22,18.1426506
612,Tatum,Boston Celtics,11/5/2018,DEN,17,14.93472364
613,Tatum,Boston Celtics,11/8/2018,PHO,4,14.28999986
614,Tatum,Boston Celtics,11/9/2018,UTA,25,16.796035
615,Tatum,Boston Celtics,11/11/2018,POR,37,17.89788328
616,Tatum,Boston Celtics,11/14/2018,CHI,22,15.62395347
617,Tatum,Boston Celtics,11/16/2018,TOR,25,14.57828016
618,Tatum,Boston Celtics,11/17/2018,UTA,10,18.16969433
619,Tatum,Boston Celtics,11/19/2018,CHO,22,16.03229625
620,Tatum,Boston Celtics,11/21/2018,NYK,17,16.01072768
621,Tatum,Boston Celtics,11/23/2018,ATL,18,16.73789884
622,Tatum,Boston Celtics,11/24/2018,DAL,27,14.51447055
623,Tatum,Boston Celtics,11/26/2018,NOP,24,16.60786153
624,Tatum,Boston Celtics,11/30/2018,CLE,15,16.67180188
625,Tatum,Boston Celtics,12/1/2018,MIN,25,13.6074319
626,Tatum,Boston Celtics,12/6/2018,NYK,23,15.58073668
627,Tatum,Boston Celtics,12/8/2018,CHI,26,14.54936376
628,Tatum,Boston Celtics,12/10/2018,NOP,23,15.72525834
629,Tatum,Boston Celtics,12/12/2018,WAS,12,16.26331653
630,Tatum,Boston Celtics,12/14/2018,ATL,26,17.10193936
631,Tatum,Boston Celtics,12/15/2018,DET,17,16.97648345
632,Tatum,Boston Celtics,12/19/2018,PHO,22,15.08954209
633,Tatum,Boston Celtics,12/21/2018,MIL,26,15.62712641
634,Tatum,Boston Celtics,12/23/2018,CHO,23,15.94963417
635,Tatum,Boston Celtics,12/25/2018,PHI,25,15.34667499
636,Tatum,Boston Celtics,12/27/2018,HOU,4,15.33125724
637,Tatum,Boston Celtics,12/29/2018,MEM,9,17.30066339
638,Tatum,Boston Celtics,12/31/2018,SAS,12,15.25190918
639,Tatum,Boston Celtics,1/2/2019,MIN,8,14.06207164
640,Tatum,Boston Celtics,1/4/2019,DAL,26,15.89650514
641,Tatum,Boston Celtics,1/7/2019,BRK,20,15.56620423
642,Tatum,Boston Celtics,1/9/2019,IND,24,15.19904748
643,Tatum,Boston Celtics,1/10/2019,MIA,21,17.02446942
644,Tatum,Boston Celtics,1/12/2019,ORL,18,15.59615279
645,Tatum,Boston Celtics,1/14/2019,BRK,40,16.74352742
646,Tatum,Boston Celtics,1/16/2019,TOR,18,16.22351034
647,Tatum,Boston Celtics,1/18/2019,MEM,2,15.80724326
648,Tatum,Boston Celtics,1/19/2019,ATL,19,17.30717382
649,Tatum,Boston Celtics,1/21/2019,MIA,25,15.7212147
650,Tatum,Boston Celtics,1/23/2019,CLE,15,15.88714903
651,Tatum,Boston Celtics,1/26/2019,GSW,26,13.69963393
652,Tatum,Boston Celtics,1/28/2019,BRK,6,15.88119349
653,Tatum,Boston Celtics,1/30/2019,CHO,24,15.72169312
654,Tatum,Boston Celtics,2/1/2019,NYK,15,16.71385141
655,Tatum,Boston Celtics,2/3/2019,OKC,11,17.01110574
656,Tatum,Boston Celtics,2/5/2019,CLE,27,16.47939194
657,Tatum,Boston Celtics,2/7/2019,LAL,24,12.91835805
658,Tatum,Boston Celtics,2/9/2019,LAC,18,16.60141838
659,Tatum,Boston Celtics,2/12/2019,PHI,22,15.97676748
660,Tatum,Boston Celtics,2/13/2019,DET,25,16.60938288
661,Tatum,Boston Celtics,2/21/2019,MIL,19,14.52804479
662,Tatum,Boston Celtics,2/23/2019,CHI,14,15.38844555
663,Tatum,Boston Celtics,2/26/2019,TOR,13,14.10574568
664,Tatum,Boston Celtics,2/27/2019,POR,14,17.56682447
665,Tatum,Boston Celtics,3/1/2019,WAS,10,16.17266783
666,Tatum,Boston Celtics,3/3/2019,HOU,14,14.72649579
667,Tatum,Boston Celtics,3/5/2019,GSW,19,15.93229102
668,Tatum,Boston Celtics,3/6/2019,SAC,28,15.04512582
669,Tatum,Boston Celtics,3/9/2019,LAL,6,16.1671598
670,Tatum,Boston Celtics,3/14/2019,SAC,15,17.38804678
671,Tatum,Boston Celtics,3/16/2019,ATL,18,17.7082255
672,Tatum,Boston Celtics,3/18/2019,DEN,10,15.9422093
673,Tatum,Boston Celtics,3/20/2019,PHI,15,14.68835443
674,Tatum,Boston Celtics,3/23/2019,CHO,16,16.18063698
675,Tatum,Boston Celtics,3/26/2019,CLE,27,14.93452962
676,Tatum,Boston Celtics,3/29/2019,IND,17,16.1122012
677,Tatum,Boston Celtics,3/30/2019,BRK,11,17.02048486
678,Tatum,Boston Celtics,4/1/2019,MIA,27,17.90299122
679,Tatum,Boston Celtics,4/3/2019,MIA,18,15.89917577
680,Tatum,Boston Celtics,4/5/2019,IND,24,16.02576575
